PROGRAMA_ID;SNIES;PLAN_ESTUDIOS;PROGRAMA_ACADEMICO;FACULTAD;PERSONA_ID_FK
2227;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;2227
2228;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2228
2229;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2229
2230;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2230
2231;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2231
2232;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2232
2233;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;2233
2234;103880;6710;TECNOLOGÍA EN GESTIÓN DE EMPRESAS Y DESTINOS TURÍSTICOS;FACULTAD DE ADMINISTRACIÓN;2234
2235;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2235
2236;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2236
2237;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2237
2238;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2238
2239;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2239
2240;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2240
2241;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2241
2242;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2242
2243;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2243
2244;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2244
2245;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2245
2246;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2246
2247;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;2247
2248;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2248
2249;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;2249
2250;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2250
2251;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2251
2252;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2252
2253;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2253
2254;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2254
2255;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2255
2256;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2256
2257;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2257
2258;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2258
2259;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2259
2260;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2260
2261;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;2261
2262;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2262
2263;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;2263
2264;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2264
2265;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2265
2266;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2266
2267;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2267
2268;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2268
2269;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2269
2270;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2270
2271;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2271
2272;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2272
2273;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2273
2274;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2274
2275;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2275
2276;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2276
2277;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2277
2278;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2278
2279;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2279
2280;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2280
2281;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2281
2282;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;2282
2283;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2283
2284;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2284
2285;102621;6410;TECNOLOGÍA EN QUÍMICA INDUSTRIAL Y DE LABORATORIO;FACULTAD DE CIENCIAS BÁSICAS SOCIALES Y HUMANAS;2285
2286;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2286
2287;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2287
2288;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2288
2289;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2289
2290;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2290
2291;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2291
2292;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2292
2293;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2293
2294;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2294
2295;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2295
2296;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2296
2297;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2297
2298;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2298
2299;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2299
2300;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2300
2301;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2301
2302;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2302
2303;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2303
2304;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2304
2305;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2305
2306;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;2306
2307;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2307
2308;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2308
2309;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2309
2310;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2310
2311;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2311
2312;111348;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2312
2313;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2313
2314;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2314
2315;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2315
2316;2937;9210;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2316
2317;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2317
2318;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2318
2319;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2319
2320;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2320
2321;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2321
2322;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2322
2323;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2323
2324;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;2324
2325;106240;6810;TECNOLOGÍA EN GESTIÓN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2325
2326;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2326
2327;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;2327
2328;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2328
2329;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2329
2330;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;2330
2331;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2331
2332;103880;6710;TECNOLOGÍA EN GESTIÓN DE EMPRESAS Y DESTINOS TURÍSTICOS;FACULTAD DE ADMINISTRACIÓN;2332
2333;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2333
2334;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2334
2335;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2335
2336;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2336
2337;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2337
2338;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2338
2339;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2339
2340;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2340
2341;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2341
2342;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2342
2343;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2343
2344;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2344
2345;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2345
2346;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2346
2347;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2347
2348;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2348
2349;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2349
2350;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2350
2351;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2351
2352;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2352
2353;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2353
2354;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2354
2355;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2355
2356;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;2356
2357;106240;6810;TECNOLOGÍA EN GESTIÓN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2357
2358;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2358
2359;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2359
2360;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2360
2361;108270;8310;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2361
2362;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2362
2363;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2363
2364;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2364
2365;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2365
2366;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2366
2367;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2367
2368;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2368
2369;106240;6810;TECNOLOGÍA EN GESTIÓN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;2369
2370;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2370
2371;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2371
2372;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2372
2373;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2373
2374;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2374
2375;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2375
2376;102621;6410;TECNOLOGÍA EN QUÍMICA INDUSTRIAL Y DE LABORATORIO;FACULTAD DE CIENCIAS BÁSICAS SOCIALES Y HUMANAS;2376
2377;2937;9210;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2377
2378;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2378
2379;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2379
2380;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;2380
2381;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2381
2382;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2382
2383;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2383
2384;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2384
2385;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2385
2386;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;2386
2387;108246;6910;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;FACULTAD DE INGENIERÍA;2387
2388;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2388
2389;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2389
2390;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2390
2391;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2391
2392;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2392
2393;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2393
2394;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2394
2395;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2395
2396;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2396
2397;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2397
2398;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2398
2399;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2399
2400;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2400
2401;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2401
2402;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2402
2403;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2403
2404;105388;112;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2404
2405;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2405
2406;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2406
2407;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2407
2408;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2408
2409;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2409
2410;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;2410
2411;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2411
2412;2937;9210;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2412
2413;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2413
2414;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2414
2415;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;2415
2416;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2416
2417;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2417
2418;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2418
2419;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2419
2420;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2420
2421;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2421
2422;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2422
2423;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2423
2424;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2424
2425;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2425
2426;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2426
2427;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2427
2428;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2428
2429;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;2429
2430;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2430
2431;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2431
2432;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2432
2433;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2433
2434;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2434
2435;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2435
2436;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;2436
2437;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;2437
2438;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;2438
2439;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;2439
2440;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2440
2441;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2441
2442;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2442
2443;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2443
2444;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;2444
2445;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;2445
2446;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2446
2447;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;2447
2448;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;2448
2449;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;2449
2450;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2450
2451;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;2451
2452;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;2452
2453;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;2453
